Epoch,PPL,TPPL,VPPL
1,776.98,776.98, 
1,805.85,805.85, 
1,760.9,760.9, 
1,725.32,725.32, 
1,799.42,799.42, 
1,820.55,820.55, 
1,853.23,853.23, 
1,730.08,730.08, 
1,751.49,751.49, 
1,734.27,734.27, 
1,703.12,703.12, 
1,670.01,670.01, 
1,622.31,622.31, 
1,684.71,684.71, 
1,698.32,698.32, 
1,731.48,731.48, 
1,660.23,660.23, 
1,669.28,669.28, 
1,744.65,744.65, 
1,689.15,689.15, 
1,586.29,586.29, 
1,642.47,642.47, 
1,679.26,679.26, 
1,626.89,626.89, 
1,523.43,523.43, 
1,581.59,581.59, 
1,583.63,583.63, 
1,602.83,602.83, 
1,537.43,537.43, 
1,425.74,425.74, 
1,601.11,601.11, 
1,548.28,548.28, 
1,545.25,545.25, 
1,587,587, 
1,586.13,586.13, 
1,497.12,497.12, 
1,569.15,569.15, 
1,548.52,548.52, 
1,590.42,590.42, 
1,596.07,596.07, 
1,558.51,558.51, 
1,499.85,499.85, 
1,514.57,514.57, 
1,505.61,505.61, 
1,568.86,568.86, 
1,552.39,552.39, 
1,505.5,505.5, 
1,481.77,481.77, 
1,423.15,423.15, 
1,554.25,554.25, 
1,446.29,446.29, 
1,558.35,558.35, 
1,558.35,558.35,447.88
2,464.97,464.97,447.88
2,542.64,542.64,447.88
2,498.61,498.61,447.88
2,479.08,479.08,447.88
2,455.21,455.21,447.88
2,525.23,525.23,447.88
2,414.66,414.66,447.88
2,411.44,411.44,447.88
2,457.76,457.76,447.88
2,453.16,453.16,447.88
2,471.5,471.5,447.88
2,464.11,464.11,447.88
2,440.76,440.76,447.88
2,405.77,405.77,447.88
2,419.66,419.66,447.88
2,380.52,380.52,447.88
2,383.34,383.34,447.88
2,456.94,456.94,447.88
2,409.32,409.32,447.88
2,385.43,385.43,447.88
2,382.91,382.91,447.88
2,329.45,329.45,447.88
2,465,465,447.88
2,364.88,364.88,447.88
2,387.12,387.12,447.88
2,402.71,402.71,447.88
2,358.81,358.81,447.88
2,420.65,420.65,447.88
2,401.98,401.98,447.88
2,383.01,383.01,447.88
2,333.67,333.67,447.88
2,303.26,303.26,447.88
2,328.36,328.36,447.88
2,299.86,299.86,447.88
2,356.34,356.34,447.88
2,378.6,378.6,447.88
2,353.32,353.32,447.88
2,331.98,331.98,447.88
2,351.66,351.66,447.88
2,247.75,247.75,447.88
2,290.98,290.98,447.88
2,282.17,282.17,447.88
2,338.57,338.57,447.88
2,354.28,354.28,447.88
2,281.16,281.16,447.88
2,319.33,319.33,447.88
2,302.97,302.97,447.88
2,335.53,335.53,447.88
2,307.38,307.38,447.88
2,289,289,447.88
2,367.71,367.71,447.88
2,339.06,339.06,447.88
2,267.03,267.03,447.88
2,266.38,266.38,447.88
2,321.98,321.98,447.88
2,285.68,285.68,447.88
2,268.86,268.86,447.88
2,293.43,293.43,447.88
2,315.56,315.56,447.88
2,254.33,254.33,447.88
2,320.41,320.41,447.88
2,245.47,245.47,447.88
2,318.27,318.27,447.88
2,267.89,267.89,447.88
2,292.94,292.94,447.88
2,255.64,255.64,447.88
2,236.44,236.44,447.88
2,234.48,234.48,447.88
2,263.73,263.73,447.88
2,257.19,257.19,447.88
2,280.66,280.66,447.88
2,273.32,273.32,447.88
2,272.24,272.24,447.88
2,244.77,244.77,447.88
2,227.92,227.92,447.88
2,303.39,303.39,447.88
2,256.65,256.65,447.88
2,265.11,265.11,447.88
2,235.31,235.31,447.88
2,251.5,251.5,447.88
2,184.76,184.76,447.88
2,227.49,227.49,447.88
2,217,217,447.88
2,229.82,229.82,447.88
2,222.42,222.42,447.88
2,285.08,285.08,447.88
2,209.16,209.16,447.88
2,259.64,259.64,447.88
2,234.35,234.35,447.88
2,209,209,447.88
2,253.19,253.19,447.88
2,255.34,255.34,447.88
2,255.57,255.57,447.88
2,202.5,202.5,447.88
2,239.82,239.82,447.88
2,239.83,239.83,447.88
2,204.13,204.13,447.88
2,218.07,218.07,447.88
2,266.5,266.5,447.88
2,248.09,248.09,447.88
2,243.21,243.21,447.88
2,210.61,210.61,447.88
2,236.37,236.37,447.88
2,186.75,186.75,447.88
2,190.7,190.7,447.88
2,182.98,182.98,447.88
2,209.44,209.44,447.88
2,220.89,220.89,447.88
2,195.54,195.54,447.88
2,233.08,233.08,447.88
2,216.15,216.15,447.88
2,206.6,206.6,447.88
2,206,206,447.88
2,205.26,205.26,447.88
2,160.85,160.85,447.88
2,176.47,176.47,447.88
2,174.17,174.17,447.88
2,198.42,198.42,447.88
2,168.38,168.38,447.88
2,197.22,197.22,447.88
2,215.3,215.3,447.88
2,181.47,181.47,447.88
2,163.14,163.14,447.88
2,210.59,210.59,447.88
2,193.38,193.38,447.88
2,178.08,178.08,447.88
2,178.08,178.08,160.59
3,191.49,191.49,160.59
3,181.52,181.52,160.59
3,201.26,201.26,160.59
3,165.32,165.32,160.59
3,184.73,184.73,160.59
3,153.09,153.09,160.59
3,163.92,163.92,160.59
3,154.77,154.77,160.59
3,145.4,145.4,160.59
3,149.88,149.88,160.59
3,161.54,161.54,160.59
3,187.07,187.07,160.59
3,190.37,190.37,160.59
3,175.74,175.74,160.59
3,156.49,156.49,160.59
3,165.37,165.37,160.59
3,126.02,126.02,160.59
3,170.29,170.29,160.59
3,164.29,164.29,160.59
3,163.72,163.72,160.59
3,156.29,156.29,160.59
3,157.76,157.76,160.59
3,156.33,156.33,160.59
3,153.85,153.85,160.59
3,188.93,188.93,160.59
3,126.44,126.44,160.59
3,130.69,130.69,160.59
3,144.12,144.12,160.59
3,146.4,146.4,160.59
3,143.21,143.21,160.59
3,162.76,162.76,160.59
3,132.84,132.84,160.59
3,164.08,164.08,160.59
3,145.11,145.11,160.59
3,146.51,146.51,160.59
3,130.9,130.9,160.59
3,151.65,151.65,160.59
3,145.79,145.79,160.59
3,142.63,142.63,160.59
3,152.35,152.35,160.59
3,131.12,131.12,160.59
3,124.93,124.93,160.59
3,146.05,146.05,160.59
3,152.42,152.42,160.59
3,119.17,119.17,160.59
3,139.49,139.49,160.59
3,158.35,158.35,160.59
3,135.03,135.03,160.59
3,162.34,162.34,160.59
3,126.96,126.96,160.59
3,130.51,130.51,160.59
3,114.78,114.78,160.59
3,117.81,117.81,160.59
3,122.28,122.28,160.59
3,126.06,126.06,160.59
3,155.96,155.96,160.59
3,159.28,159.28,160.59
3,137.47,137.47,160.59
3,126.88,126.88,160.59
3,115.66,115.66,160.59
3,133.85,133.85,160.59
3,127.39,127.39,160.59
3,107.07,107.07,160.59
3,120.13,120.13,160.59
3,136.98,136.98,160.59
3,97.76,97.76,160.59
3,135.03,135.03,160.59
3,130.13,130.13,160.59
3,117.55,117.55,160.59
3,128.46,128.46,160.59
3,128.58,128.58,160.59
3,143.85,143.85,160.59
3,121.73,121.73,160.59
3,124.73,124.73,160.59
3,132.38,132.38,160.59
3,124.53,124.53,160.59
3,131.65,131.65,160.59
3,86.42,86.42,160.59
3,109.87,109.87,160.59
3,114.78,114.78,160.59
3,132.41,132.41,160.59
3,117.88,117.88,160.59
3,131.34,131.34,160.59
3,102.22,102.22,160.59
3,119.83,119.83,160.59
3,110.61,110.61,160.59
3,117.7,117.7,160.59
3,116.77,116.77,160.59
3,101.89,101.89,160.59
3,111.73,111.73,160.59
3,108.98,108.98,160.59
3,128.65,128.65,160.59
3,109.77,109.77,160.59
3,120.21,120.21,160.59
3,82.86,82.86,160.59
3,119.02,119.02,160.59
3,99.85,99.85,160.59
3,104.44,104.44,160.59
3,124.13,124.13,160.59
3,91.1,91.1,160.59
3,128.27,128.27,160.59
3,111.77,111.77,160.59
3,95.98,95.98,160.59
3,86.19,86.19,160.59
3,113.66,113.66,160.59
3,102.81,102.81,160.59
3,101.18,101.18,160.59
3,74.47,74.47,160.59
3,90.13,90.13,160.59
3,78.76,78.76,160.59
3,102.67,102.67,160.59
3,92.76,92.76,160.59
3,120.14,120.14,160.59
3,100.37,100.37,160.59
3,88.05,88.05,160.59
3,95.25,95.25,160.59
3,104.09,104.09,160.59
3,97.11,97.11,160.59
3,88.55,88.55,160.59
3,98.8,98.8,160.59
3,91.74,91.74,160.59
3,108.38,108.38,160.59
3,119.06,119.06,160.59
3,105.96,105.96,160.59
3,71.65,71.65,160.59
3,100.33,100.33,160.59
3,100.33,100.33,79.13
4,91.59,91.59,79.13
4,108.48,108.48,79.13
4,80.61,80.61,79.13
4,92.97,92.97,79.13
4,96.78,96.78,79.13
4,79.59,79.59,79.13
4,95.98,95.98,79.13
4,70.93,70.93,79.13
4,90.86,90.86,79.13
4,79.74,79.74,79.13
4,79.35,79.35,79.13
4,92.33,92.33,79.13
4,83.78,83.78,79.13
4,90.22,90.22,79.13
4,89.73,89.73,79.13
4,72.78,72.78,79.13
4,95.18,95.18,79.13
4,97.33,97.33,79.13
4,81.06,81.06,79.13
4,85.28,85.28,79.13
4,83.36,83.36,79.13
4,100.75,100.75,79.13
4,68.92,68.92,79.13
4,102.25,102.25,79.13
4,87.65,87.65,79.13
4,97.62,97.62,79.13
4,95.12,95.12,79.13
4,75.92,75.92,79.13
4,74.21,74.21,79.13
4,86,86,79.13
4,75.12,75.12,79.13
4,76.45,76.45,79.13
4,83.73,83.73,79.13
4,70.01,70.01,79.13
4,81.38,81.38,79.13
4,76.4,76.4,79.13
4,71.86,71.86,79.13
4,81.04,81.04,79.13
4,82.11,82.11,79.13
4,85.93,85.93,79.13
4,71.45,71.45,79.13
4,72.66,72.66,79.13
4,71.77,71.77,79.13
4,83.68,83.68,79.13
4,80.54,80.54,79.13
4,82.77,82.77,79.13
4,85.49,85.49,79.13
4,86.47,86.47,79.13
4,96.79,96.79,79.13
4,77.93,77.93,79.13
4,78.23,78.23,79.13
4,80.8,80.8,79.13
4,82.35,82.35,79.13
4,58.77,58.77,79.13
4,73.05,73.05,79.13
4,55.29,55.29,79.13
4,55.19,55.19,79.13
4,72.4,72.4,79.13
4,87.67,87.67,79.13
4,91.68,91.68,79.13
4,80.58,80.58,79.13
4,78.78,78.78,79.13
4,71.9,71.9,79.13
4,87.56,87.56,79.13
4,76.45,76.45,79.13
4,66.13,66.13,79.13
4,74.33,74.33,79.13
4,76.41,76.41,79.13
4,62.66,62.66,79.13
4,60.56,60.56,79.13
4,77.77,77.77,79.13
4,86.36,86.36,79.13
4,79.83,79.83,79.13
4,78.99,78.99,79.13
4,62.53,62.53,79.13
4,74.73,74.73,79.13
4,71.91,71.91,79.13
4,69.13,69.13,79.13
4,61.24,61.24,79.13
4,63.36,63.36,79.13
4,65.9,65.9,79.13
4,61.67,61.67,79.13
4,62.04,62.04,79.13
4,65.45,65.45,79.13
4,65.66,65.66,79.13
4,47.3,47.3,79.13
4,73.48,73.48,79.13
4,58.27,58.27,79.13
4,61.83,61.83,79.13
4,64.93,64.93,79.13
4,60.49,60.49,79.13
4,56.95,56.95,79.13
4,59.41,59.41,79.13
4,69.19,69.19,79.13
4,55.09,55.09,79.13
4,68.91,68.91,79.13
4,77.66,77.66,79.13
4,58.54,58.54,79.13
4,70.77,70.77,79.13
4,66.54,66.54,79.13
4,65.69,65.69,79.13
4,69.41,69.41,79.13
4,68.05,68.05,79.13
4,57.84,57.84,79.13
4,78.41,78.41,79.13
4,55.91,55.91,79.13
4,69.02,69.02,79.13
4,60.62,60.62,79.13
4,66.6,66.6,79.13
4,63.28,63.28,79.13
4,59.03,59.03,79.13
4,61,61,79.13
4,71.08,71.08,79.13
4,60.01,60.01,79.13
4,55.99,55.99,79.13
4,63.72,63.72,79.13
4,61.08,61.08,79.13
4,57.92,57.92,79.13
4,60,60,79.13
4,74.72,74.72,79.13
4,66.94,66.94,79.13
4,60.35,60.35,79.13
4,61.62,61.62,79.13
4,60.01,60.01,79.13
4,66.67,66.67,79.13
4,62.02,62.02,79.13
4,62.02,62.02,50.93
5,53.08,53.08,50.93
5,57.26,57.26,50.93
5,53.13,53.13,50.93
5,56.2,56.2,50.93
5,63.23,63.23,50.93
5,50.24,50.24,50.93
5,60.2,60.2,50.93
5,52.45,52.45,50.93
5,49.81,49.81,50.93
5,54.61,54.61,50.93
5,70.61,70.61,50.93
5,55.58,55.58,50.93
5,59.72,59.72,50.93
5,56.72,56.72,50.93
5,61.53,61.53,50.93
5,58.39,58.39,50.93
5,58.26,58.26,50.93
5,59.42,59.42,50.93
5,48.5,48.5,50.93
5,48.75,48.75,50.93
5,57.74,57.74,50.93
5,48.8,48.8,50.93
5,54.61,54.61,50.93
5,54.45,54.45,50.93
5,50.06,50.06,50.93
5,55.54,55.54,50.93
5,51.9,51.9,50.93
5,49.81,49.81,50.93
5,54.37,54.37,50.93
5,60.64,60.64,50.93
5,45.3,45.3,50.93
5,57.81,57.81,50.93
5,61.9,61.9,50.93
5,61.01,61.01,50.93
5,46.64,46.64,50.93
5,56.2,56.2,50.93
5,53.9,53.9,50.93
5,59.61,59.61,50.93
5,53.92,53.92,50.93
5,45.58,45.58,50.93
5,46.57,46.57,50.93
5,61.15,61.15,50.93
5,56.63,56.63,50.93
5,56.15,56.15,50.93
5,51.58,51.58,50.93
5,50.34,50.34,50.93
5,45.89,45.89,50.93
5,44.87,44.87,50.93
5,48.11,48.11,50.93
5,47.06,47.06,50.93
5,49.04,49.04,50.93
5,62.55,62.55,50.93
5,48.6,48.6,50.93
5,46.04,46.04,50.93
5,49.24,49.24,50.93
5,57.59,57.59,50.93
5,55.76,55.76,50.93
5,59.12,59.12,50.93
5,58.84,58.84,50.93
5,46.97,46.97,50.93
5,57.11,57.11,50.93
5,61.09,61.09,50.93
5,58.43,58.43,50.93
5,46.23,46.23,50.93
5,37.32,37.32,50.93
5,54.68,54.68,50.93
5,49.38,49.38,50.93
5,39.88,39.88,50.93
5,53.14,53.14,50.93
5,47.76,47.76,50.93
5,49.12,49.12,50.93
5,42.42,42.42,50.93
5,48.64,48.64,50.93
5,58.16,58.16,50.93
5,43.24,43.24,50.93
5,55.75,55.75,50.93
5,51.93,51.93,50.93
5,50.31,50.31,50.93
5,48.72,48.72,50.93
5,39.6,39.6,50.93
5,46.62,46.62,50.93
5,42.17,42.17,50.93
5,45.51,45.51,50.93
5,50.51,50.51,50.93
5,43.97,43.97,50.93
5,42.87,42.87,50.93
5,51.98,51.98,50.93
5,49.05,49.05,50.93
5,42.25,42.25,50.93
5,51.33,51.33,50.93
5,56.47,56.47,50.93
5,48.92,48.92,50.93
5,54.1,54.1,50.93
5,43.47,43.47,50.93
5,49.52,49.52,50.93
5,44.63,44.63,50.93
5,49.98,49.98,50.93
5,48.02,48.02,50.93
5,46.26,46.26,50.93
5,46.95,46.95,50.93
5,46.82,46.82,50.93
5,42.58,42.58,50.93
5,43.13,43.13,50.93
5,45.1,45.1,50.93
5,48.46,48.46,50.93
5,37.63,37.63,50.93
5,47.1,47.1,50.93
5,52.32,52.32,50.93
5,43.91,43.91,50.93
5,52.93,52.93,50.93
5,44.42,44.42,50.93
5,34.93,34.93,50.93
5,52.57,52.57,50.93
5,46.93,46.93,50.93
5,42.39,42.39,50.93
5,48.07,48.07,50.93
5,39.15,39.15,50.93
5,45.38,45.38,50.93
5,46.91,46.91,50.93
5,42.61,42.61,50.93
5,47.5,47.5,50.93
5,38.34,38.34,50.93
5,47.67,47.67,50.93
5,42.91,42.91,50.93
5,43.33,43.33,50.93
5,42.5,42.5,50.93
5,42.5,42.5,37.14
6,43.13,43.13,37.14
6,38.9,38.9,37.14
6,44.54,44.54,37.14
6,35.78,35.78,37.14
6,41.22,41.22,37.14
6,42.34,42.34,37.14
6,48.05,48.05,37.14
6,46.61,46.61,37.14
6,47.36,47.36,37.14
6,38.12,38.12,37.14
6,35.93,35.93,37.14
6,45.84,45.84,37.14
6,33.42,33.42,37.14
6,36.93,36.93,37.14
6,37.03,37.03,37.14
6,40.62,40.62,37.14
6,43.99,43.99,37.14
6,43.28,43.28,37.14
6,43.48,43.48,37.14
6,42.37,42.37,37.14
6,35.64,35.64,37.14
6,39.16,39.16,37.14
6,41,41,37.14
6,41.9,41.9,37.14
6,35.68,35.68,37.14
6,47.78,47.78,37.14
6,41.27,41.27,37.14
6,43.9,43.9,37.14
6,45.86,45.86,37.14
6,35.03,35.03,37.14
6,39.61,39.61,37.14
6,42.28,42.28,37.14
6,42.81,42.81,37.14
6,37.56,37.56,37.14
6,33.55,33.55,37.14
6,41.58,41.58,37.14
6,44.68,44.68,37.14
6,38.79,38.79,37.14
6,35.33,35.33,37.14
6,39.5,39.5,37.14
6,44.34,44.34,37.14
6,38.87,38.87,37.14
6,37.14,37.14,37.14
6,35.84,35.84,37.14
6,45.39,45.39,37.14
6,44.64,44.64,37.14
6,44.36,44.36,37.14
6,41.21,41.21,37.14
6,41,41,37.14
6,36.58,36.58,37.14
6,38.87,38.87,37.14
6,41.44,41.44,37.14
6,33.71,33.71,37.14
6,39.12,39.12,37.14
6,38.53,38.53,37.14
6,33.1,33.1,37.14
6,38.67,38.67,37.14
6,34.23,34.23,37.14
6,44.24,44.24,37.14
6,35.57,35.57,37.14
6,45.79,45.79,37.14
6,41.16,41.16,37.14
6,39.95,39.95,37.14
6,37.03,37.03,37.14
6,34.96,34.96,37.14
6,43.14,43.14,37.14
6,34.68,34.68,37.14
6,39.11,39.11,37.14
6,33.35,33.35,37.14
6,36.3,36.3,37.14
6,39.28,39.28,37.14
6,37.26,37.26,37.14
6,36.42,36.42,37.14
6,28.17,28.17,37.14
6,33.68,33.68,37.14
6,39.91,39.91,37.14
6,34.94,34.94,37.14
6,31.53,31.53,37.14
6,40.29,40.29,37.14
6,38.32,38.32,37.14
6,32.48,32.48,37.14
6,43.58,43.58,37.14
6,40.87,40.87,37.14
6,33.24,33.24,37.14
6,37.62,37.62,37.14
6,44.14,44.14,37.14
6,37.02,37.02,37.14
6,37.8,37.8,37.14
6,36.43,36.43,37.14
6,39.96,39.96,37.14
6,43.54,43.54,37.14
6,32.09,32.09,37.14
6,38.6,38.6,37.14
6,39.78,39.78,37.14
6,36.26,36.26,37.14
6,29.18,29.18,37.14
6,37.15,37.15,37.14
6,34.41,34.41,37.14
6,43.61,43.61,37.14
6,37.9,37.9,37.14
6,37.03,37.03,37.14
6,33.52,33.52,37.14
6,36.81,36.81,37.14
6,40.19,40.19,37.14
6,37.83,37.83,37.14
6,38.07,38.07,37.14
6,30.86,30.86,37.14
6,35.69,35.69,37.14
6,37.49,37.49,37.14
6,43.27,43.27,37.14
6,34.03,34.03,37.14
6,28.94,28.94,37.14
6,32.78,32.78,37.14
6,36.6,36.6,37.14
6,35.59,35.59,37.14
6,39.29,39.29,37.14
6,40.81,40.81,37.14
6,34.56,34.56,37.14
6,28.99,28.99,37.14
6,39.55,39.55,37.14
6,34.18,34.18,37.14
6,35.58,35.58,37.14
6,39.13,39.13,37.14
6,38.04,38.04,37.14
6,36.34,36.34,37.14
6,35.21,35.21,37.14
6,35.21,35.21,30.82
7,32.17,32.17,30.82
7,36.98,36.98,30.82
7,39.49,39.49,30.82
7,32.08,32.08,30.82
7,29.6,29.6,30.82
7,27.47,27.47,30.82
7,38.82,38.82,30.82
7,26.6,26.6,30.82
7,33.01,33.01,30.82
7,34.75,34.75,30.82
7,34.14,34.14,30.82
7,34.26,34.26,30.82
7,29.17,29.17,30.82
7,32.25,32.25,30.82
7,34.79,34.79,30.82
7,28.55,28.55,30.82
7,30.19,30.19,30.82
7,31.9,31.9,30.82
7,39.62,39.62,30.82
7,33.55,33.55,30.82
7,37.26,37.26,30.82
7,28.22,28.22,30.82
7,36.5,36.5,30.82
7,32.08,32.08,30.82
7,28.03,28.03,30.82
7,35.29,35.29,30.82
7,30.16,30.16,30.82
7,26.44,26.44,30.82
7,34.53,34.53,30.82
7,37.3,37.3,30.82
7,33.1,33.1,30.82
7,33.69,33.69,30.82
7,29.36,29.36,30.82
7,32.52,32.52,30.82
7,32.98,32.98,30.82
7,40.33,40.33,30.82
7,35.59,35.59,30.82
7,32.47,32.47,30.82
7,31.88,31.88,30.82
7,33.6,33.6,30.82
7,29.06,29.06,30.82
7,36.18,36.18,30.82
7,35.95,35.95,30.82
7,30.24,30.24,30.82
7,34.4,34.4,30.82
7,32.81,32.81,30.82
7,32.67,32.67,30.82
7,27.22,27.22,30.82
7,25.33,25.33,30.82
7,37.01,37.01,30.82
7,34.34,34.34,30.82
7,31.9,31.9,30.82
7,27.24,27.24,30.82
7,30.88,30.88,30.82
7,31.53,31.53,30.82
7,30.92,30.92,30.82
7,29.9,29.9,30.82
7,37.47,37.47,30.82
7,30.51,30.51,30.82
7,30.83,30.83,30.82
7,35.96,35.96,30.82
7,30.33,30.33,30.82
7,25.11,25.11,30.82
7,28.07,28.07,30.82
7,33.12,33.12,30.82
7,30.18,30.18,30.82
7,32.41,32.41,30.82
7,28.19,28.19,30.82
7,36.17,36.17,30.82
7,34.1,34.1,30.82
7,29.19,29.19,30.82
7,32.21,32.21,30.82
7,32.08,32.08,30.82
7,32.68,32.68,30.82
7,30.83,30.83,30.82
7,31.98,31.98,30.82
7,30.55,30.55,30.82
7,30.27,30.27,30.82
7,35.34,35.34,30.82
7,32.94,32.94,30.82
7,38.12,38.12,30.82
7,33.56,33.56,30.82
7,29.25,29.25,30.82
7,35.01,35.01,30.82
7,33.02,33.02,30.82
7,28.38,28.38,30.82
7,30.1,30.1,30.82
7,33.89,33.89,30.82
7,30.56,30.56,30.82
7,35.16,35.16,30.82
7,30.51,30.51,30.82
7,28.82,28.82,30.82
7,36.67,36.67,30.82
7,30.03,30.03,30.82
7,27.3,27.3,30.82
7,29.59,29.59,30.82
7,33.71,33.71,30.82
7,34.72,34.72,30.82
7,33.41,33.41,30.82
7,26.84,26.84,30.82
7,32.57,32.57,30.82
7,30.46,30.46,30.82
7,33.85,33.85,30.82
7,29.9,29.9,30.82
7,29.43,29.43,30.82
7,31.97,31.97,30.82
7,31.23,31.23,30.82
7,34.29,34.29,30.82
7,32.08,32.08,30.82
7,28.78,28.78,30.82
7,28.71,28.71,30.82
7,22.54,22.54,30.82
7,29.41,29.41,30.82
7,31.55,31.55,30.82
7,22.9,22.9,30.82
7,29.86,29.86,30.82
7,26.2,26.2,30.82
7,30.83,30.83,30.82
7,30.24,30.24,30.82
7,30.71,30.71,30.82
7,30.42,30.42,30.82
7,28.65,28.65,30.82
7,31.27,31.27,30.82
7,27.83,27.83,30.82
7,28.17,28.17,30.82
7,27.38,27.38,30.82
7,27.38,27.38,24.67
8,26.02,26.02,24.67
8,29.49,29.49,24.67
8,26.56,26.56,24.67
8,33.03,33.03,24.67
8,30.95,30.95,24.67
8,27.34,27.34,24.67
8,27.22,27.22,24.67
8,26.8,26.8,24.67
8,25.32,25.32,24.67
8,32.47,32.47,24.67
8,29.87,29.87,24.67
8,27.88,27.88,24.67
8,29.07,29.07,24.67
8,36.98,36.98,24.67
8,31.12,31.12,24.67
8,22.45,22.45,24.67
8,24.82,24.82,24.67
8,28.97,28.97,24.67
8,30.31,30.31,24.67
8,35.64,35.64,24.67
8,23.89,23.89,24.67
8,28.87,28.87,24.67
8,25.19,25.19,24.67
8,25.74,25.74,24.67
8,29.78,29.78,24.67
8,30.62,30.62,24.67
8,24.6,24.6,24.67
8,28.16,28.16,24.67
8,28.98,28.98,24.67
8,24.39,24.39,24.67
8,27.99,27.99,24.67
8,27.21,27.21,24.67
8,23.62,23.62,24.67
8,28.26,28.26,24.67
8,25.96,25.96,24.67
8,22.23,22.23,24.67
8,27.79,27.79,24.67
8,29.49,29.49,24.67
8,28.48,28.48,24.67
8,28.31,28.31,24.67
8,24.13,24.13,24.67
8,29.03,29.03,24.67
8,26.08,26.08,24.67
8,27.86,27.86,24.67
8,23.67,23.67,24.67
8,30.98,30.98,24.67
8,26.93,26.93,24.67
8,30.3,30.3,24.67
8,24.58,24.58,24.67
8,31.56,31.56,24.67
8,23.09,23.09,24.67
8,24.62,24.62,24.67
8,26.26,26.26,24.67
8,26.8,26.8,24.67
8,29.96,29.96,24.67
8,32.4,32.4,24.67
8,27.03,27.03,24.67
8,23.93,23.93,24.67
8,29.01,29.01,24.67
8,27.15,27.15,24.67
8,26.06,26.06,24.67
8,24.76,24.76,24.67
8,23.77,23.77,24.67
8,26.17,26.17,24.67
8,27.94,27.94,24.67
8,26.94,26.94,24.67
8,24.06,24.06,24.67
8,22.31,22.31,24.67
8,26.51,26.51,24.67
8,27.68,27.68,24.67
8,29.36,29.36,24.67
8,31.8,31.8,24.67
8,31.8,31.8,24.67
8,25.49,25.49,24.67
8,23.21,23.21,24.67
8,26.42,26.42,24.67
8,25.34,25.34,24.67
8,28.46,28.46,24.67
8,28.89,28.89,24.67
8,29.43,29.43,24.67
8,26.74,26.74,24.67
8,26.18,26.18,24.67
8,27.64,27.64,24.67
8,30.12,30.12,24.67
8,27.94,27.94,24.67
8,30.5,30.5,24.67
8,22.03,22.03,24.67
8,30.42,30.42,24.67
8,23.79,23.79,24.67
8,25.52,25.52,24.67
8,25.19,25.19,24.67
8,25.04,25.04,24.67
8,33.13,33.13,24.67
8,32.16,32.16,24.67
8,26.75,26.75,24.67
8,23.08,23.08,24.67
8,27.41,27.41,24.67
8,29.46,29.46,24.67
8,33.39,33.39,24.67
8,26.84,26.84,24.67
8,22.63,22.63,24.67
8,24.43,24.43,24.67
8,26.72,26.72,24.67
8,29.24,29.24,24.67
8,26.47,26.47,24.67
8,26.97,26.97,24.67
8,27.27,27.27,24.67
8,23.6,23.6,24.67
8,26.7,26.7,24.67
8,31.35,31.35,24.67
8,27.62,27.62,24.67
8,29.36,29.36,24.67
8,22.86,22.86,24.67
8,34.25,34.25,24.67
8,30.83,30.83,24.67
8,26.83,26.83,24.67
8,24.05,24.05,24.67
8,19.4,19.4,24.67
8,27.58,27.58,24.67
8,20.9,20.9,24.67
8,23.82,23.82,24.67
