Epoch,PPL,TPPL,VPPL
8,32,32,24.67
8,25.41,25.41,24.67
8,20.47,20.47,24.67
8,21.59,21.59,24.67
8,22.46,22.46,24.67
8,22.46,22.46,21.47
9,22.92,22.92,21.47
9,24.35,24.35,21.47
9,25.98,25.98,21.47
9,25.66,25.66,21.47
9,24.38,24.38,21.47
9,23.77,23.77,21.47
9,24.86,24.86,21.47
9,26.75,26.75,21.47
9,22.36,22.36,21.47
9,22.93,22.93,21.47
9,18.73,18.73,21.47
9,22.5,22.5,21.47
9,28.57,28.57,21.47
9,26.96,26.96,21.47
9,21.41,21.41,21.47
9,25.34,25.34,21.47
9,27.71,27.71,21.47
9,25.5,25.5,21.47
9,26.27,26.27,21.47
9,20.74,20.74,21.47
9,24.86,24.86,21.47
9,27.65,27.65,21.47
9,24.22,24.22,21.47
9,22.59,22.59,21.47
9,23.24,23.24,21.47
9,29.84,29.84,21.47
9,21.14,21.14,21.47
9,28.78,28.78,21.47
9,19.74,19.74,21.47
9,22.9,22.9,21.47
9,21.33,21.33,21.47
9,24.76,24.76,21.47
9,27.41,27.41,21.47
9,25.76,25.76,21.47
9,26.07,26.07,21.47
9,25.63,25.63,21.47
9,26.79,26.79,21.47
9,26.68,26.68,21.47
9,27.7,27.7,21.47
9,20.65,20.65,21.47
9,22.14,22.14,21.47
9,27.12,27.12,21.47
9,26.42,26.42,21.47
9,26.2,26.2,21.47
9,20.11,20.11,21.47
9,21.11,21.11,21.47
9,23.06,23.06,21.47
9,21.95,21.95,21.47
9,23.07,23.07,21.47
9,19.73,19.73,21.47
9,29.02,29.02,21.47
9,24.93,24.93,21.47
9,24.3,24.3,21.47
9,26.6,26.6,21.47
9,21.1,21.1,21.47
9,24.41,24.41,21.47
9,26.28,26.28,21.47
9,25.45,25.45,21.47
9,23.31,23.31,21.47
9,23.83,23.83,21.47
9,23.09,23.09,21.47
9,22.02,22.02,21.47
9,31.11,31.11,21.47
9,24.23,24.23,21.47
9,22.28,22.28,21.47
9,24.42,24.42,21.47
9,21.4,21.4,21.47
9,25.07,25.07,21.47
9,23.12,23.12,21.47
9,24.89,24.89,21.47
9,20.97,20.97,21.47
9,24.12,24.12,21.47
9,21.8,21.8,21.47
9,23.75,23.75,21.47
9,27.75,27.75,21.47
9,22.38,22.38,21.47
9,27.64,27.64,21.47
9,22.21,22.21,21.47
9,24.28,24.28,21.47
9,23.12,23.12,21.47
9,23.15,23.15,21.47
9,24.75,24.75,21.47
9,23.48,23.48,21.47
9,21.84,21.84,21.47
9,23.13,23.13,21.47
9,26.58,26.58,21.47
9,26.26,26.26,21.47
9,27.86,27.86,21.47
9,18.73,18.73,21.47
9,22.32,22.32,21.47
9,22.34,22.34,21.47
9,21.25,21.25,21.47
9,26.23,26.23,21.47
9,25.65,25.65,21.47
9,26.85,26.85,21.47
9,23.76,23.76,21.47
9,24.8,24.8,21.47
9,22.93,22.93,21.47
9,25.22,25.22,21.47
9,22.24,22.24,21.47
9,19.01,19.01,21.47
9,22.87,22.87,21.47
9,22.09,22.09,21.47
9,26.24,26.24,21.47
9,22.03,22.03,21.47
9,22.88,22.88,21.47
9,22.03,22.03,21.47
9,26,26,21.47
9,25.51,25.51,21.47
9,20.75,20.75,21.47
9,24.39,24.39,21.47
9,22.26,22.26,21.47
9,19.71,19.71,21.47
9,27.34,27.34,21.47
9,25.01,25.01,21.47
9,22.81,22.81,21.47
9,19.9,19.9,21.47
9,23.93,23.93,21.47
9,23.12,23.12,21.47
9,22.67,22.67,21.47
9,27.39,27.39,21.47
9,27.68,27.68,21.47
9,23.91,23.91,21.47
9,24.36,24.36,21.47
9,20.79,20.79,21.47
9,24.52,24.52,21.47
9,24.52,24.52,19.11
10,23.62,23.62,19.11
10,21.59,21.59,19.11
10,23.37,23.37,19.11
10,22.76,22.76,19.11
10,23.01,23.01,19.11
10,26.84,26.84,19.11
10,25.68,25.68,19.11
10,23.28,23.28,19.11
10,23.45,23.45,19.11
10,23.61,23.61,19.11
10,21.29,21.29,19.11
10,24.47,24.47,19.11
10,25.69,25.69,19.11
10,17.22,17.22,19.11
10,22.76,22.76,19.11
10,15.68,15.68,19.11
10,19.02,19.02,19.11
10,24.32,24.32,19.11
10,21.7,21.7,19.11
10,23.36,23.36,19.11
10,22.67,22.67,19.11
10,19.8,19.8,19.11
10,24.13,24.13,19.11
10,20.42,20.42,19.11
10,26.7,26.7,19.11
10,21.66,21.66,19.11
10,20.55,20.55,19.11
10,19.61,19.61,19.11
10,22.85,22.85,19.11
10,18.51,18.51,19.11
10,20.59,20.59,19.11
10,23.19,23.19,19.11
10,25.75,25.75,19.11
10,22.43,22.43,19.11
10,22.68,22.68,19.11
10,21.49,21.49,19.11
10,23.22,23.22,19.11
10,20.56,20.56,19.11
10,20.39,20.39,19.11
10,23.45,23.45,19.11
10,22.17,22.17,19.11
10,23.51,23.51,19.11
10,22.68,22.68,19.11
10,25.75,25.75,19.11
10,18.87,18.87,19.11
10,25.44,25.44,19.11
10,24.23,24.23,19.11
10,18.31,18.31,19.11
10,20.45,20.45,19.11
10,20.34,20.34,19.11
10,15.68,15.68,19.11
10,21.2,21.2,19.11
10,20.64,20.64,19.11
10,22.98,22.98,19.11
10,19.64,19.64,19.11
10,22.43,22.43,19.11
10,19.32,19.32,19.11
10,20.09,20.09,19.11
10,19.34,19.34,19.11
10,20.74,20.74,19.11
10,23.66,23.66,19.11
10,21.3,21.3,19.11
10,19.19,19.19,19.11
10,21.56,21.56,19.11
10,19.34,19.34,19.11
10,21.84,21.84,19.11
10,22.77,22.77,19.11
10,23.68,23.68,19.11
10,23.12,23.12,19.11
10,21.11,21.11,19.11
10,21.08,21.08,19.11
10,19.87,19.87,19.11
10,20.01,20.01,19.11
10,16.08,16.08,19.11
10,19.87,19.87,19.11
10,25.08,25.08,19.11
10,20.15,20.15,19.11
10,24.9,24.9,19.11
10,19.63,19.63,19.11
10,21.84,21.84,19.11
10,22.91,22.91,19.11
10,20.5,20.5,19.11
10,23.92,23.92,19.11
10,19.88,19.88,19.11
10,19.52,19.52,19.11
10,19.34,19.34,19.11
10,23.38,23.38,19.11
10,22.87,22.87,19.11
10,21.52,21.52,19.11
10,19.31,19.31,19.11
10,20.05,20.05,19.11
10,20.99,20.99,19.11
10,21.57,21.57,19.11
10,22.9,22.9,19.11
10,20.68,20.68,19.11
10,22.49,22.49,19.11
10,21.37,21.37,19.11
10,20.86,20.86,19.11
10,23.12,23.12,19.11
10,22.61,22.61,19.11
10,22.06,22.06,19.11
10,19.9,19.9,19.11
10,17.77,17.77,19.11
10,23.66,23.66,19.11
10,23.43,23.43,19.11
10,21.78,21.78,19.11
10,19.87,19.87,19.11
10,18.34,18.34,19.11
10,20.6,20.6,19.11
10,21.5,21.5,19.11
10,27.35,27.35,19.11
10,19.91,19.91,19.11
10,25.2,25.2,19.11
10,22.91,22.91,19.11
10,21.4,21.4,19.11
10,21.14,21.14,19.11
10,18.79,18.79,19.11
10,22.82,22.82,19.11
10,24.5,24.5,19.11
10,16.93,16.93,19.11
10,16.52,16.52,19.11
10,22.06,22.06,19.11
10,24.19,24.19,19.11
10,19.74,19.74,19.11
10,26.41,26.41,19.11
10,22.27,22.27,19.11
10,22.27,22.27,17.96
11,19.9,19.9,17.96
11,18.86,18.86,17.96
11,17.91,17.91,17.96
11,21.35,21.35,17.96
11,19.56,19.56,17.96
11,20.95,20.95,17.96
11,18.81,18.81,17.96
11,22.16,22.16,17.96
11,18.2,18.2,17.96
11,17.74,17.74,17.96
11,19.88,19.88,17.96
11,22.08,22.08,17.96
11,18.95,18.95,17.96
11,17.58,17.58,17.96
11,16.92,16.92,17.96
11,19.65,19.65,17.96
11,17.55,17.55,17.96
11,20.95,20.95,17.96
11,18.42,18.42,17.96
11,16.94,16.94,17.96
11,18.96,18.96,17.96
11,17.58,17.58,17.96
11,23.95,23.95,17.96
11,17.05,17.05,17.96
11,18.79,18.79,17.96
11,23.24,23.24,17.96
11,17.12,17.12,17.96
11,19.93,19.93,17.96
11,18.71,18.71,17.96
11,19.18,19.18,17.96
11,17.87,17.87,17.96
11,18.3,18.3,17.96
11,20,20,17.96
11,20.16,20.16,17.96
11,15.48,15.48,17.96
11,19.43,19.43,17.96
11,18.81,18.81,17.96
11,17.54,17.54,17.96
11,19.55,19.55,17.96
11,18.5,18.5,17.96
11,17.96,17.96,17.96
11,20.91,20.91,17.96
11,17.75,17.75,17.96
11,16.01,16.01,17.96
11,19.73,19.73,17.96
11,20.15,20.15,17.96
11,20.08,20.08,17.96
11,20.51,20.51,17.96
11,20.21,20.21,17.96
11,20.48,20.48,17.96
11,17.98,17.98,17.96
11,17.45,17.45,17.96
11,19.22,19.22,17.96
11,18.24,18.24,17.96
11,19.55,19.55,17.96
11,19.55,19.55,17.96
11,19.44,19.44,17.96
11,16.58,16.58,17.96
11,17.5,17.5,17.96
11,20.35,20.35,17.96
11,18.36,18.36,17.96
11,18.64,18.64,17.96
11,19.01,19.01,17.96
11,19.86,19.86,17.96
11,19.41,19.41,17.96
11,18.8,18.8,17.96
11,17.65,17.65,17.96
11,17.67,17.67,17.96
11,21.41,21.41,17.96
11,16.4,16.4,17.96
11,20.55,20.55,17.96
11,21.19,21.19,17.96
11,18.76,18.76,17.96
11,17.45,17.45,17.96
11,18.39,18.39,17.96
11,18.22,18.22,17.96
11,18.61,18.61,17.96
11,20.39,20.39,17.96
11,19.98,19.98,17.96
11,22.85,22.85,17.96
11,18.05,18.05,17.96
11,22.09,22.09,17.96
11,21.05,21.05,17.96
11,21.87,21.87,17.96
11,19.85,19.85,17.96
11,14.41,14.41,17.96
11,14.93,14.93,17.96
11,16.98,16.98,17.96
11,19.83,19.83,17.96
11,17.4,17.4,17.96
11,20.4,20.4,17.96
11,18,18,17.96
11,18.98,18.98,17.96
11,14.47,14.47,17.96
11,16.46,16.46,17.96
11,19.32,19.32,17.96
11,16.42,16.42,17.96
11,18.93,18.93,17.96
11,18.37,18.37,17.96
11,19.63,19.63,17.96
11,17.65,17.65,17.96
11,19.54,19.54,17.96
11,19.81,19.81,17.96
11,17.55,17.55,17.96
11,21.46,21.46,17.96
11,20.15,20.15,17.96
11,17.16,17.16,17.96
11,18.73,18.73,17.96
11,19.85,19.85,17.96
11,21.01,21.01,17.96
11,15.35,15.35,17.96
11,20.68,20.68,17.96
11,21.78,21.78,17.96
11,17.56,17.56,17.96
11,16.37,16.37,17.96
11,18.98,18.98,17.96
11,19.5,19.5,17.96
11,17.76,17.76,17.96
11,20.84,20.84,17.96
11,18.32,18.32,17.96
11,17.23,17.23,17.96
11,20.6,20.6,17.96
11,17.96,17.96,17.96
11,19.76,19.76,17.96
11,16.69,16.69,17.96
11,18.1,18.1,17.96
11,18.1,18.1,16.27
12,16.92,16.92,16.27
12,15.3,15.3,16.27
12,17.67,17.67,16.27
12,17.05,17.05,16.27
12,17.43,17.43,16.27
12,15.78,15.78,16.27
12,19.05,19.05,16.27
12,14.31,14.31,16.27
12,17.43,17.43,16.27
12,19.81,19.81,16.27
12,17.2,17.2,16.27
12,14.97,14.97,16.27
12,17.81,17.81,16.27
12,18.37,18.37,16.27
12,20.38,20.38,16.27
12,17.67,17.67,16.27
12,15.86,15.86,16.27
12,14.86,14.86,16.27
12,18.57,18.57,16.27
12,15.86,15.86,16.27
12,16.29,16.29,16.27
12,18.67,18.67,16.27
12,15.69,15.69,16.27
12,16.71,16.71,16.27
12,17.07,17.07,16.27
12,15.36,15.36,16.27
12,19.14,19.14,16.27
12,15.78,15.78,16.27
12,20.07,20.07,16.27
12,15.42,15.42,16.27
12,17.22,17.22,16.27
12,18.82,18.82,16.27
12,17.31,17.31,16.27
12,19.78,19.78,16.27
12,16.71,16.71,16.27
12,17.4,17.4,16.27
12,16.26,16.26,16.27
12,18.27,18.27,16.27
12,16.79,16.79,16.27
12,20.01,20.01,16.27
12,15.55,15.55,16.27
12,17.39,17.39,16.27
12,19.55,19.55,16.27
12,14.22,14.22,16.27
12,17.61,17.61,16.27
12,15.59,15.59,16.27
12,15.72,15.72,16.27
12,17.25,17.25,16.27
12,19.17,19.17,16.27
12,18.7,18.7,16.27
12,20.72,20.72,16.27
12,16.87,16.87,16.27
12,19.61,19.61,16.27
12,16.91,16.91,16.27
12,16.89,16.89,16.27
12,18.23,18.23,16.27
12,16.19,16.19,16.27
12,17.46,17.46,16.27
12,18.4,18.4,16.27
12,15.61,15.61,16.27
12,16.87,16.87,16.27
12,17.18,17.18,16.27
12,16.71,16.71,16.27
12,18.79,18.79,16.27
12,16.28,16.28,16.27
12,19.11,19.11,16.27
12,16.3,16.3,16.27
12,15.77,15.77,16.27
12,18.19,18.19,16.27
12,16.49,16.49,16.27
12,17.68,17.68,16.27
12,21.56,21.56,16.27
12,18.51,18.51,16.27
12,14.88,14.88,16.27
12,19.04,19.04,16.27
12,16.9,16.9,16.27
12,15.58,15.58,16.27
12,16.11,16.11,16.27
12,16.94,16.94,16.27
12,15.62,15.62,16.27
12,15.53,15.53,16.27
12,18.54,18.54,16.27
12,15.49,15.49,16.27
12,17.41,17.41,16.27
12,17.38,17.38,16.27
12,16.08,16.08,16.27
12,19.26,19.26,16.27
12,17.21,17.21,16.27
12,16.78,16.78,16.27
12,16.73,16.73,16.27
12,18.41,18.41,16.27
12,19.08,19.08,16.27
12,18.22,18.22,16.27
12,14.92,14.92,16.27
12,17.07,17.07,16.27
12,16.24,16.24,16.27
12,17.54,17.54,16.27
12,15.33,15.33,16.27
12,15.19,15.19,16.27
12,16.36,16.36,16.27
12,15.01,15.01,16.27
12,15.93,15.93,16.27
12,19.32,19.32,16.27
12,17.2,17.2,16.27
12,15.39,15.39,16.27
12,18.32,18.32,16.27
12,17.49,17.49,16.27
12,18.33,18.33,16.27
12,17.57,17.57,16.27
12,18.8,18.8,16.27
12,13.32,13.32,16.27
12,15.43,15.43,16.27
12,17.74,17.74,16.27
12,16.26,16.26,16.27
12,19.19,19.19,16.27
12,17.09,17.09,16.27
12,20.9,20.9,16.27
12,18.34,18.34,16.27
12,19.36,19.36,16.27
12,15.61,15.61,16.27
12,17.08,17.08,16.27
12,16.08,16.08,16.27
12,14.58,14.58,16.27
12,18.62,18.62,16.27
12,15.91,15.91,16.27
12,15.15,15.15,16.27
12,15.15,15.15,15.1
13,18.45,18.45,15.1
13,14.35,14.35,15.1
13,15.74,15.74,15.1
13,18.64,18.64,15.1
13,16.05,16.05,15.1
13,16.72,16.72,15.1
13,15.94,15.94,15.1
13,17.46,17.46,15.1
13,13.89,13.89,15.1
13,19.47,19.47,15.1
13,14.76,14.76,15.1
13,19.74,19.74,15.1
13,14.15,14.15,15.1
13,15.82,15.82,15.1
13,15.11,15.11,15.1
13,16.73,16.73,15.1
13,18.05,18.05,15.1
13,14.36,14.36,15.1
13,15.32,15.32,15.1
13,15.7,15.7,15.1
13,17.76,17.76,15.1
13,17.57,17.57,15.1
13,17.86,17.86,15.1
13,16.84,16.84,15.1
13,14.31,14.31,15.1
13,15.3,15.3,15.1
13,15.02,15.02,15.1
13,16.8,16.8,15.1
13,17.51,17.51,15.1
13,15.62,15.62,15.1
13,17.33,17.33,15.1
13,14.4,14.4,15.1
13,15.35,15.35,15.1
13,16.27,16.27,15.1
13,18.25,18.25,15.1
13,17.37,17.37,15.1
13,14.22,14.22,15.1
13,14.65,14.65,15.1
13,16.24,16.24,15.1
13,17.07,17.07,15.1
13,14.54,14.54,15.1
13,13.16,13.16,15.1
13,16.2,16.2,15.1
13,16.69,16.69,15.1
13,15.4,15.4,15.1
13,17.51,17.51,15.1
13,15.63,15.63,15.1
13,17.49,17.49,15.1
13,15.91,15.91,15.1
13,18.39,18.39,15.1
13,17.53,17.53,15.1
13,19.69,19.69,15.1
13,15.27,15.27,15.1
13,15.73,15.73,15.1
13,13.67,13.67,15.1
13,16.92,16.92,15.1
13,16.14,16.14,15.1
13,15.29,15.29,15.1
13,17.51,17.51,15.1
13,17.26,17.26,15.1
13,16.31,16.31,15.1
13,19.5,19.5,15.1
13,16,16,15.1
13,16.13,16.13,15.1
13,16.45,16.45,15.1
13,18.06,18.06,15.1
13,15.44,15.44,15.1
13,17.87,17.87,15.1
13,12.43,12.43,15.1
13,15.44,15.44,15.1
13,15,15,15.1
13,16.6,16.6,15.1
13,14.09,14.09,15.1
13,13.96,13.96,15.1
13,13.84,13.84,15.1
13,16.47,16.47,15.1
13,15.23,15.23,15.1
13,16.27,16.27,15.1
13,14.81,14.81,15.1
13,17.36,17.36,15.1
13,14.73,14.73,15.1
13,18.01,18.01,15.1
13,16.84,16.84,15.1
13,17.36,17.36,15.1
13,17.28,17.28,15.1
13,15.14,15.14,15.1
13,15.01,15.01,15.1
13,15.37,15.37,15.1
13,14.81,14.81,15.1
13,15.09,15.09,15.1
13,15.58,15.58,15.1
13,15.85,15.85,15.1
13,16.01,16.01,15.1
13,17.54,17.54,15.1
13,13.64,13.64,15.1
13,18.33,18.33,15.1
13,15.65,15.65,15.1
13,16.12,16.12,15.1
13,15.24,15.24,15.1
13,16.09,16.09,15.1
13,18.21,18.21,15.1
13,16.5,16.5,15.1
13,16.24,16.24,15.1
13,15.44,15.44,15.1
13,17.64,17.64,15.1
13,15.2,15.2,15.1
13,15.64,15.64,15.1
13,15.4,15.4,15.1
13,14.63,14.63,15.1
13,17.94,17.94,15.1
13,17.67,17.67,15.1
13,13.72,13.72,15.1
13,15.7,15.7,15.1
13,14.38,14.38,15.1
13,15.24,15.24,15.1
13,16.38,16.38,15.1
13,13.17,13.17,15.1
13,14.5,14.5,15.1
13,16.42,16.42,15.1
13,16.32,16.32,15.1
13,15.79,15.79,15.1
13,16,16,15.1
13,15.98,15.98,15.1
13,13.65,13.65,15.1
13,15.85,15.85,15.1
13,20.58,20.58,15.1
13,20.58,20.58,14.44
14,15.09,15.09,14.44
14,15.31,15.31,14.44
14,14.82,14.82,14.44
14,12.8,12.8,14.44
14,16.81,16.81,14.44
14,13.56,13.56,14.44
14,16.3,16.3,14.44
14,14.89,14.89,14.44
14,14.37,14.37,14.44
14,17.92,17.92,14.44
14,15.25,15.25,14.44
14,17.31,17.31,14.44
14,15.61,15.61,14.44
14,14.29,14.29,14.44
14,16.62,16.62,14.44
14,15.59,15.59,14.44
14,15.39,15.39,14.44
14,15.93,15.93,14.44
14,16.4,16.4,14.44
14,18.36,18.36,14.44
14,15.84,15.84,14.44
14,19.36,19.36,14.44
14,14.51,14.51,14.44
14,14.38,14.38,14.44
14,17.62,17.62,14.44
14,14.97,14.97,14.44
14,15.1,15.1,14.44
14,13.42,13.42,14.44
14,15.75,15.75,14.44
14,17,17,14.44
14,15.36,15.36,14.44
14,18.07,18.07,14.44
14,16.19,16.19,14.44
14,16.69,16.69,14.44
14,14.75,14.75,14.44
14,13.87,13.87,14.44
14,16.17,16.17,14.44
14,15.26,15.26,14.44
14,13.89,13.89,14.44
14,15.56,15.56,14.44
14,15.81,15.81,14.44
14,13.93,13.93,14.44
14,15.1,15.1,14.44
14,15.34,15.34,14.44
14,15.85,15.85,14.44
14,15.38,15.38,14.44
14,14.72,14.72,14.44
14,15.66,15.66,14.44
14,14.38,14.38,14.44
14,18.64,18.64,14.44
14,15.91,15.91,14.44
14,16.47,16.47,14.44
14,13.75,13.75,14.44
14,14.82,14.82,14.44
14,12.66,12.66,14.44
14,16.73,16.73,14.44
14,15.5,15.5,14.44
14,16.12,16.12,14.44
14,13.68,13.68,14.44
14,14.34,14.34,14.44
14,14.09,14.09,14.44
14,15.28,15.28,14.44
14,19.42,19.42,14.44
14,16.56,16.56,14.44
14,16.41,16.41,14.44
14,14.19,14.19,14.44
14,15.24,15.24,14.44
14,18.91,18.91,14.44
14,14.37,14.37,14.44
14,14.29,14.29,14.44
14,16.41,16.41,14.44
14,15.58,15.58,14.44
14,17.22,17.22,14.44
14,13.78,13.78,14.44
14,13.2,13.2,14.44
14,14.82,14.82,14.44
14,14.67,14.67,14.44
14,14.75,14.75,14.44
14,12.37,12.37,14.44
14,14.71,14.71,14.44
14,16.08,16.08,14.44
14,15.75,15.75,14.44
14,17.93,17.93,14.44
14,15.42,15.42,14.44
14,14.17,14.17,14.44
14,16.98,16.98,14.44
14,14.69,14.69,14.44
14,14.15,14.15,14.44
14,14.23,14.23,14.44
14,15.53,15.53,14.44
14,14,14,14.44
14,15.27,15.27,14.44
14,15.02,15.02,14.44
14,17.02,17.02,14.44
14,14.96,14.96,14.44
14,13.55,13.55,14.44
14,15.64,15.64,14.44
14,16.3,16.3,14.44
14,13.13,13.13,14.44
14,14.9,14.9,14.44
14,14.41,14.41,14.44
14,15.98,15.98,14.44
14,15.87,15.87,14.44
14,17.33,17.33,14.44
14,15.6,15.6,14.44
14,14.3,14.3,14.44
14,15.01,15.01,14.44
14,15.84,15.84,14.44
14,18.29,18.29,14.44
14,14.5,14.5,14.44
14,15.22,15.22,14.44
14,15.71,15.71,14.44
14,15.01,15.01,14.44
14,16.2,16.2,14.44
14,13.57,13.57,14.44
14,15.93,15.93,14.44
14,15.3,15.3,14.44
14,14.42,14.42,14.44
14,16.98,16.98,14.44
14,13.74,13.74,14.44
14,15.69,15.69,14.44
14,15.29,15.29,14.44
14,13.94,13.94,14.44
14,13.75,13.75,14.44
14,17.16,17.16,14.44
14,11.85,11.85,14.44
14,11.85,11.85,14.02
15,15.08,15.08,14.02
15,15.76,15.76,14.02
15,15.31,15.31,14.02
15,14.72,14.72,14.02
15,15.23,15.23,14.02
15,15.48,15.48,14.02
15,16.02,16.02,14.02
15,14.44,14.44,14.02
15,15.56,15.56,14.02
15,15.05,15.05,14.02
15,15.83,15.83,14.02
15,15.85,15.85,14.02
15,15.47,15.47,14.02
15,14.6,14.6,14.02
15,14.65,14.65,14.02
15,14.14,14.14,14.02
15,16.41,16.41,14.02
15,15.97,15.97,14.02
15,13.83,13.83,14.02
15,15.5,15.5,14.02
15,14.25,14.25,14.02
15,15.29,15.29,14.02
15,15.19,15.19,14.02
15,13.34,13.34,14.02
15,15.81,15.81,14.02
15,15.2,15.2,14.02
15,13.53,13.53,14.02
15,14.21,14.21,14.02
15,13.85,13.85,14.02
15,12.81,12.81,14.02
15,15.46,15.46,14.02
15,13.81,13.81,14.02
15,15.59,15.59,14.02
15,15.49,15.49,14.02
15,12.24,12.24,14.02
15,13.65,13.65,14.02
15,14.48,14.48,14.02
15,17.11,17.11,14.02
15,14.38,14.38,14.02
15,15.74,15.74,14.02
15,15,15,14.02
15,14.9,14.9,14.02
15,14.55,14.55,14.02
15,15.57,15.57,14.02
15,13.93,13.93,14.02
15,15.96,15.96,14.02
15,14.13,14.13,14.02
15,14.93,14.93,14.02
15,17.45,17.45,14.02
15,14.55,14.55,14.02
15,15.38,15.38,14.02
15,14.15,14.15,14.02
15,14.13,14.13,14.02
15,13.17,13.17,14.02
15,15.67,15.67,14.02
15,14.12,14.12,14.02
15,14.27,14.27,14.02
15,14.25,14.25,14.02
15,13.82,13.82,14.02
15,16.51,16.51,14.02
15,13.94,13.94,14.02
15,13.07,13.07,14.02
15,16.66,16.66,14.02
15,16.46,16.46,14.02
15,15.93,15.93,14.02
15,16.51,16.51,14.02
15,14.48,14.48,14.02
15,15.91,15.91,14.02
15,16.11,16.11,14.02
15,15.89,15.89,14.02
15,17.55,17.55,14.02
15,14.5,14.5,14.02
15,15.09,15.09,14.02
15,13.95,13.95,14.02
15,16.3,16.3,14.02
15,15.26,15.26,14.02
15,14.75,14.75,14.02
15,13.45,13.45,14.02
15,18.9,18.9,14.02
15,15.67,15.67,14.02
15,13.12,13.12,14.02
15,15.23,15.23,14.02
15,14.93,14.93,14.02
15,14.71,14.71,14.02
15,15.21,15.21,14.02
15,16.56,16.56,14.02
15,15.09,15.09,14.02
15,13.03,13.03,14.02
15,13.85,13.85,14.02
15,14.43,14.43,14.02
15,11.95,11.95,14.02
15,17.8,17.8,14.02
15,13.93,13.93,14.02
15,15.07,15.07,14.02
15,13.3,13.3,14.02
15,16.17,16.17,14.02
15,13.41,13.41,14.02
15,13.58,13.58,14.02
15,13.39,13.39,14.02
15,14.22,14.22,14.02
15,15.05,15.05,14.02
15,13.86,13.86,14.02
15,15.71,15.71,14.02
15,15.2,15.2,14.02
15,13.21,13.21,14.02
15,13.77,13.77,14.02
15,14.69,14.69,14.02
15,15.36,15.36,14.02
15,14.72,14.72,14.02
15,14.12,14.12,14.02
15,14.46,14.46,14.02
15,15.53,15.53,14.02
15,14.6,14.6,14.02
15,16.46,16.46,14.02
15,14.64,14.64,14.02
15,17.24,17.24,14.02
15,15.57,15.57,14.02
15,14.71,14.71,14.02
15,15.26,15.26,14.02
15,13.76,13.76,14.02
15,17.34,17.34,14.02
15,15.16,15.16,14.02
15,13.89,13.89,14.02
15,14.81,14.81,14.02
15,17.41,17.41,14.02
15,11.55,11.55,14.02
15,11.55,11.55,13.73
16,17.03,17.03,13.73
16,14.2,14.2,13.73
16,14,14,13.73
16,13.9,13.9,13.73
16,13.46,13.46,13.73
16,14.09,14.09,13.73
16,15.24,15.24,13.73
16,15.87,15.87,13.73
16,14.12,14.12,13.73
16,16.11,16.11,13.73
16,13.73,13.73,13.73
16,13.63,13.63,13.73
16,13.04,13.04,13.73
16,15.51,15.51,13.73
16,13.15,13.15,13.73
16,14.7,14.7,13.73
16,14.9,14.9,13.73
16,14.04,14.04,13.73
16,13.3,13.3,13.73
16,14.68,14.68,13.73
16,13.92,13.92,13.73
16,13.07,13.07,13.73
16,16.54,16.54,13.73
16,11.93,11.93,13.73
16,15.37,15.37,13.73
16,14.88,14.88,13.73
16,15.25,15.25,13.73
16,12.27,12.27,13.73
16,14.87,14.87,13.73
16,15.01,15.01,13.73
16,15.01,15.01,13.73
16,12.76,12.76,13.73
16,14.26,14.26,13.73
16,14.46,14.46,13.73
16,16.17,16.17,13.73
16,16.53,16.53,13.73
16,17.46,17.46,13.73
16,14.49,14.49,13.73
16,13.75,13.75,13.73
16,12.48,12.48,13.73
16,13.34,13.34,13.73
16,15.7,15.7,13.73
16,15.26,15.26,13.73
16,14.07,14.07,13.73
16,14.37,14.37,13.73
16,15.67,15.67,13.73
16,15.08,15.08,13.73
16,19.68,19.68,13.73
16,14.97,14.97,13.73
16,15.14,15.14,13.73
16,15.63,15.63,13.73
16,17.11,17.11,13.73
16,12.71,12.71,13.73
16,14.52,14.52,13.73
16,12.65,12.65,13.73
16,13,13,13.73
16,15.17,15.17,13.73
16,14.94,14.94,13.73
16,13.62,13.62,13.73
16,14.7,14.7,13.73
16,13.16,13.16,13.73
16,13.36,13.36,13.73
16,14.22,14.22,13.73
16,13.77,13.77,13.73
16,13.4,13.4,13.73
16,14.42,14.42,13.73
16,14.26,14.26,13.73
16,13.45,13.45,13.73
16,15.07,15.07,13.73
16,14.42,14.42,13.73
16,15.67,15.67,13.73
16,13.52,13.52,13.73
16,13.75,13.75,13.73
16,14.75,14.75,13.73
16,13.05,13.05,13.73
16,12.18,12.18,13.73
16,15.24,15.24,13.73
16,15.69,15.69,13.73
16,14,14,13.73
16,13.92,13.92,13.73
16,16.46,16.46,13.73
16,14.85,14.85,13.73
16,15.81,15.81,13.73
16,13.19,13.19,13.73
16,12.54,12.54,13.73
16,12.85,12.85,13.73
16,15.99,15.99,13.73
16,14.93,14.93,13.73
16,14.24,14.24,13.73
16,16.25,16.25,13.73
16,15.53,15.53,13.73
16,15.23,15.23,13.73
16,15.54,15.54,13.73
16,13.12,13.12,13.73
16,15.09,15.09,13.73
16,15.43,15.43,13.73
16,15.93,15.93,13.73
16,15.13,15.13,13.73
16,16.7,16.7,13.73
16,11.88,11.88,13.73
16,17.97,17.97,13.73
16,14.61,14.61,13.73
16,15.11,15.11,13.73
16,14.71,14.71,13.73
16,14.22,14.22,13.73
16,14.26,14.26,13.73
16,15.47,15.47,13.73
